divipola,anio,mes,casos_clasico,casos_grave,municipio,departamento,periodo,temp_mean_c,dewpoint_mean_c,rain_mm_day,soil_water_l1_mean,surface_runoff_mm_day,total_evaporation_mm_day_ecmwf,wind_u_mean_ms,wind_v_mean_ms,solar_radiation_mj_m2_day,casos_grave_lag_1,casos_grave_lag_2,casos_grave_lag_3,casos_grave_lag_4,casos_grave_lag_6,casos_grave_roll3,casos_clasico_lag_1,casos_clasico_lag_2,casos_clasico_lag_3,casos_clasico_lag_4,casos_clasico_lag_6,casos_clasico_roll3,temp_mean_c_lag_1,temp_mean_c_lag_2,temp_mean_c_lag_3,rain_mm_day_lag_1,rain_mm_day_lag_2,rain_mm_day_lag_3,mes_sin,mes_cos,p25,p75,zona_canal,sir,es_endemico,brote,casos_objetivo,objetivo,es_inicio,anio_objetivo,mes_objetivo,p25_objetivo,p75_objetivo,zona_objetivo,brote_lag_1
76001,2024,8,2122,20,CALI,VALLE,2024-08-01,19.397029728215905,16.35543769003036,1.625648471549263,0.38854130181549307,0.6826653376182461,-3.3897275202660713,0.22406456984758016,-0.6071257038524438,17.314873950851453,44.0,53.0,58.0,38.0,29.0,155.0,3890.0,5026.0,5176.0,4478.0,3856.0,14092.0,19.6226939684288,19.419536681896087,20.053300422539266,1.570749655275584,4.944100552399102,8.81276403527197,-0.8660254037844385,-0.5000000000000004,139.25,667.25,2,4.72277089998609,1,1,1363.0,1.0,0,2024,9,149.75,506.25,2,1.0
76001,2024,9,1363,11,CALI,VALLE,2024-09-01,19.80562759539489,16.54864824712535,1.7172872195598567,0.37220180729769164,0.553764963685102,-3.483610921612647,0.1534568729307405,-0.5936585827549129,17.859904219164882,20.0,44.0,53.0,58.0,35.0,117.0,2122.0,3890.0,5026.0,5176.0,4101.0,11038.0,19.397029728215905,19.6226939684288,19.419536681896087,1.625648471549263,1.570749655275584,4.944100552399102,-1.0,-1.8369701987210297e-16,149.75,506.25,2,3.5094946894110075,1,1,881.0,1.0,0,2024,10,147.0,479.5,2,1.0
76001,2024,10,881,10,CALI,VALLE,2024-10-01,19.365441527215488,16.63867670251359,5.510577731343431,0.4163849558947551,1.787178405892828,-3.0424256772050473,-0.06930554371821085,-0.44804653953717033,15.196717901545842,11.0,20.0,44.0,53.0,38.0,75.0,1363.0,2122.0,3890.0,5026.0,4478.0,7375.0,19.80562759539489,19.397029728215905,19.6226939684288,1.7172872195598567,1.625648471549263,1.570749655275584,-0.8660254037844386,0.5000000000000001,147.0,479.5,2,2.525259763525618,1,1,811.0,1.0,0,2024,11,157.75,513.25,2,1.0
76001,2024,11,811,11,CALI,VALLE,2024-11-01,18.623067922123766,16.070500643943483,3.7778428138103957,0.419214060933009,2.189450495115593,-2.959421402774752,-0.24360719786181476,-0.2537233675634742,14.736666939055798,10.0,11.0,20.0,44.0,58.0,41.0,881.0,1363.0,2122.0,3890.0,5176.0,4366.0,19.365441527215488,19.80562759539489,19.397029728215905,5.510577731343431,1.7172872195598567,1.625648471549263,-0.5000000000000004,0.8660254037844384,157.75,513.25,2,2.2925795053003535,1,1,758.0,1.0,0,2024,12,177.5,585.5,2,1.0
76001,2024,12,758,7,CALI,VALLE,2024-12-01,19.00689394244625,16.697978849189663,4.24569559364657,0.42139971852054997,3.6960945025377296,-2.848732253211916,0.013981151602816036,-0.4484910146427274,14.054219900152294,11.0,10.0,11.0,20.0,53.0,32.0,811.0,881.0,1363.0,2122.0,5026.0,3055.0,18.623067922123766,19.365441527215488,19.80562759539489,3.7778428138103957,5.510577731343431,1.7172872195598567,-2.4492935982947064e-16,1.0,177.5,585.5,2,1.8120424323920514,1,1,585.0,0.0,0,2025,1,136.75,838.0,1,1.0
76001,2025,1,585,6,CALI,VALLE,2025-01-01,18.77307716771716,16.18110798682555,1.8377600967435361,0.4076543401541832,1.0719750118824183,-3.18462252121114,-0.011440665914771506,-0.3929939982381546,16.89291452618026,7.0,11.0,10.0,11.0,44.0,28.0,758.0,811.0,881.0,1363.0,3890.0,2450.0,19.00689394244625,18.623067922123766,19.365441527215488,4.24569559364657,3.7778428138103957,5.510577731343431,0.49999999999999994,0.8660254037844387,136.75,838.0,1,0.8665864271826683,1,0,409.0,0.0,0,2025,2,143.75,1146.25,1,1.0
76001,2025,2,409,5,CALI,VALLE,2025-02-01,18.621456059409706,16.531944950738403,7.9974161286028105,0.42935246767355534,2.91841710928501,-2.6428011754370098,-0.13792042122548914,-0.25211015615072474,13.261526685377074,6.0,7.0,11.0,10.0,20.0,24.0,585.0,758.0,811.0,881.0,2122.0,2154.0,18.77307716771716,19.00689394244625,18.623067922123766,1.8377600967435361,4.24569559364657,3.7778428138103957,0.8660254037844386,0.5000000000000001,143.75,1146.25,1,0.5063056092843327,1,0,328.0,0.0,0,2025,3,142.25,1579.5,1,0.0
76001,2025,3,328,1,CALI,VALLE,2025-03-01,18.85918147272694,16.476850677325483,8.13213935244468,0.4247680165593937,2.534920016488557,-3.068576243800303,-0.23014757365842423,-0.2045222346258624,15.59791830653096,5.0,6.0,7.0,11.0,11.0,18.0,409.0,585.0,758.0,811.0,1363.0,1752.0,18.621456059409706,18.77307716771716,19.00689394244625,7.9974161286028105,1.8377600967435361,4.24569559364657,1.0,6.123233995736766e-17,142.25,1579.5,1,0.43264633140972797,1,0,279.0,0.0,0,2025,4,142.0,1192.0,1,0.0
76001,2025,4,279,3,CALI,VALLE,2025-04-01,19.32220836417474,16.652846168259778,10.366821745083229,0.4198743931611607,2.7425685278186647,-3.045193181254599,-0.20267760748515318,-0.24974832007699663,15.424543388726757,1.0,5.0,6.0,7.0,10.0,12.0,328.0,409.0,585.0,758.0,881.0,1322.0,18.85918147272694,18.621456059409706,18.77307716771716,8.13213935244468,7.9974161286028105,1.8377600967435361,0.8660254037844387,-0.4999999999999998,142.0,1192.0,1,0.38423136512308487,1,0,274.0,0.0,0,2025,5,171.75,952.5,1,0.0
76001,2025,5,274,2,CALI,VALLE,2025-05-01,19.456351809013615,16.880105065329545,7.375851796226161,0.42216303139797107,1.203379787888394,-2.8465745292659026,0.10185007427957034,-0.42910059666459976,13.913142166017366,3.0,1.0,5.0,6.0,11.0,9.0,279.0,328.0,409.0,585.0,811.0,1016.0,19.32220836417474,18.85918147272694,18.621456059409706,10.366821745083229,8.13213935244468,7.9974161286028105,0.49999999999999994,-0.8660254037844387,171.75,952.5,1,0.38141639116060555,1,0,210.0,0.0,0,2025,6,171.0,757.75,1,0.0
76001,2025,6,210,0,CALI,VALLE,2025-06-01,19.148027277261146,16.483654147354176,4.1926730980620714,0.4173092088076293,1.0973411122702053,-3.0638252766349914,0.23942925402478035,-0.4960349624533284,15.016842231330477,2.0,3.0,1.0,5.0,7.0,6.0,274.0,279.0,328.0,409.0,758.0,881.0,19.456351809013615,19.32220836417474,18.85918147272694,7.375851796226161,10.366821745083229,8.13213935244468,1.2246467991473532e-16,-1.0,171.0,757.75,1,0.34278718628851257,1,0,178.0,0.0,0,2025,7,163.25,651.5,1,0.0
76001,2025,7,178,1,CALI,VALLE,2025-07-01,19.47075176528609,16.20768171753442,1.292419600192054,0.38143146431183667,0.23852724596913727,-3.083710606709829,0.3406361879664931,-0.48547970106651345,15.426617941755508,0.0,2.0,3.0,1.0,6.0,5.0,210.0,274.0,279.0,328.0,585.0,763.0,19.148027277261146,19.456351809013615,19.32220836417474,4.1926730980620714,7.375851796226161,10.366821745083229,-0.4999999999999997,-0.8660254037844388,163.25,651.5,1,0.32323232323232326,1,0,138.0,0.0,0,2025,8,139.25,667.25,1,0.0
76001,2025,8,138,1,CALI,VALLE,2025-08-01,19.038141250592773,15.940119050886953,2.6353166534013415,0.3901483976316693,0.4688819578178171,-3.2298833689062243,0.12406454864858267,-0.4694774444610799,16.255519165374505,1.0,0.0,2.0,3.0,5.0,3.0,178.0,210.0,274.0,279.0,409.0,662.0,19.47075176528609,19.148027277261146,19.456351809013615,1.292419600192054,4.1926730980620714,7.375851796226161,-0.8660254037844385,-0.5000000000000004,139.25,667.25,0,0.30713590207261093,1,0,162.0,0.0,0,2025,9,149.75,506.25,0,0.0
