divipola,anio,mes,temp_mean_c,dewpoint_mean_c,rain_mm_day,soil_water_l1_mean,surface_runoff_mm_day,total_evaporation_mm_day_ecmwf,wind_u_mean_ms,wind_v_mean_ms,solar_radiation_mj_m2_day,casos_grave_lag_1,casos_grave_lag_2,casos_grave_lag_3,casos_grave_lag_4,casos_grave_lag_6,casos_grave_roll3,casos_clasico_lag_1,casos_clasico_lag_2,casos_clasico_lag_3,casos_clasico_lag_4,casos_clasico_lag_6,casos_clasico_roll3,temp_mean_c_lag_1,temp_mean_c_lag_2,temp_mean_c_lag_3,rain_mm_day_lag_1,rain_mm_day_lag_2,rain_mm_day_lag_3,mes_sin,mes_cos,p25,p75,zona_canal,sir,es_endemico,brote,p25_objetivo,p75_objetivo,zona_objetivo,brote_lag_1
68001,2025,12,19.459422812002842,17.466812200161137,2.082763437980136,0.48203828112558866,3.510600815751633,-2.9350664391867665,0.07404443934672106,0.07296988559348566,15.445993052070104,0.0,1.0,0.0,1.0,0.0,1.0,222.0,197.0,245.0,179.0,278.0,664.0,19.662773948963153,19.679708530186076,19.918208545474577,3.072717309195226,5.73576750697174,4.279238962864313,-2.4492935982947064e-16,1.0,49.5,158.25,2,1.6385087305332704,1,1,53.0,219.25,1,0.0
76001,2025,12,18.617935785216766,16.071627652434433,3.2933827055997518,0.4159678474703363,4.496070583806497,-2.9420945063920887,-0.1419141382211422,-0.217330651602564,15.250398126291019,0.0,1.0,4.0,1.0,0.0,5.0,136.0,154.0,162.0,138.0,210.0,452.0,18.827957784537222,18.672302820050007,19.05955453478844,6.536275655038881,7.869303813773512,2.9245828878555526,-2.4492935982947064e-16,1.0,177.5,585.5,0,0.34424025100851635,1,0,136.75,838.0,1,0.0
